co2_emissions,energy_consumption,tourism_activity,impact
5.803912384,1979.556743,40.47558253,0
8.453938121,2938.183215,67.48778361,1
11.65631716,2434.880124,55.25122658,0
14.87772564,1703.508534,53.87179823,1
7.604128811,2617.358969,67.01795924,1
9.071705117,500,47.25256423,0
4.46832513,2919.01256,57.809297,1
4.01896688,608.228977,47.93556494,0
14.06262911,1710.047247,55.30724699,1
16.78120014,1104.264084,38.34482685,1
9.639949392,964.2548194,10,0
15.01766449,2928.66143,47.31441676,1
11.80818013,1625.839039,78.45496272,0
6.774401227,2277.203105,68.52430804,0
11.80697803,1962.463537,69.30794969,0
17.69018283,2381.632662,74.72261444,1
9.820869804,2061.457513,51.77315182,0
17.82321828,973.6062206,53.94631415,1
0.5,2797.013456,37.64696209,1
14.10951252,1604.994733,43.67854288,1
10.43523534,754.7344811,62.315423,0
8.504963248,1657.507871,74.07768874,0
10.45880388,3200.607833,47.21107449,1
0.5,2680.177394,40.9962147,1
8.901640561,1721.078292,50.01055918,0
11.78556286,1720.593837,62.02413498,0
17.38947022,1742.691959,21.12290368,1
7.408648909,3661.398387,10,1
5.957531986,2305.548362,38.98926301,0
7.491214782,2344.033318,25.58575148,0
14.57701059,2824.226763,39.83719605,1
11.64375555,2191.031327,47.04439362,0
7.351198981,1792.766283,40.93503182,0
12.56633717,1842.920121,79.04935069,1
10.48538775,1942.718992,56.53489529,0
14.84322495,1970.222211,56.00948719,1
6.489734531,2582.103635,62.44414288,1
8.361689267,2041.556709,27.22333764,0
8.039459234,2586.112062,70.78223575,1
2.682425259,1935.426736,48.48471427,0
11.48060139,2062.908152,63.40961234,0
11.30527636,500,28.56285534,0
10.02556728,2733.06214,18.92482468,1
8.827064333,2277.190781,66.35779316,0
2.92314629,2798.408088,57.52819052,1
7.896773386,500,31.95896891,0
8.286427417,3670.699764,32.60673837,1
5.988613654,1888.328297,72.50869569,0
9.193571442,2886.546253,26.21176214,1
12.02025428,1168.075258,82.85345907,1
19.43092951,2490.219124,31.98758531,1
10.87288906,1157.267549,62.76783851,0
11.28775195,1500.984831,43.42763049,0
9.627770421,3531.225083,62.06374862,1
0.5,1847.454079,39.11771996,0
9.867430623,2173.946299,46.74414188,0
10.30115105,2696.054185,50.81838351,1
22.31621056,2396.54551,29.95625088,1
9.038195176,2120.335124,64.81648691,0
11.50773671,2291.968802,39.73572867,0
9.826441151,3922.732468,45.42800169,1
4.156609812,1953.904962,30.11301251,0
15.71411407,2160.879237,10,1
13.75966516,2840.523517,46.17944475,1
13.95515974,2884.420746,98.25230843,1
5.453062726,2949.624244,65.69208576,1
17.01397155,2510.984178,49.61479241,1
2.990744686,1085.59607,44.74218342,0
12.93428547,3306.745226,50.44931786,1
20.95227813,1082.923686,60.9423823,1
5.047318374,2242.108372,26.38374369,0
7.168511352,1396.57932,72.28643389,0
10.49825683,1948.689323,64.30762631,0
7.482621729,2263.009928,64.36371451,0
2.246682845,2257.085772,58.76951478,0
10.34281487,2337.536603,50.39233315,0
4.688481431,3290.969015,63.45722472,1
12.36796215,2362.827441,61.83628267,1
5.402878829,1804.674692,42.91918578,0
17.74967203,2771.269735,38.52796454,1
6.083733538,2951.576391,52.03712591,1
8.389692419,1017.913748,80.98040303,0
14.06758609,2477.920056,25.21785849,1
3.845678418,2560.938194,20.64949468,1
11.13729967,1761.949197,53.29521682,0
16.53571377,3100.565451,51.01775404,1
1.962583827,1879.95553,53.46683329,0
10.92316929,2100.461163,54.87906396,0
11.29941397,1861.542541,45.53595491,0
13.90911436,2012.463238,79.79726877,1
3.815246446,1122.97993,17.98192043,0
3.397716935,847.9592939,33.4300595,0
12.60970783,3275.604051,47.9349048,1
11.48492337,1322.430921,17.13622378,0
11.25246425,1206.88612,46.48291191,0
11.73224105,500,83.22940331,0
6.599876392,1488.830602,50.41772977,0
11.16126849,941.5281653,54.61401811,0
11.46536237,3313.612128,24.7967047,1
6.42824291,2807.853671,37.67277184,1
19.32887256,1449.479724,42.49607239,1
12.3691646,3801.948644,43.64569806,1
4.043482514,2785.41239,75.6328759,1
13.28276804,1740.134893,61.15382121,1
5.126591649,500,27.77084086,0
13.93542302,3832.754058,54.93009557,1
15.7929779,888.3420266,59.96443497,1
5.896588408,683.6810024,72.80298077,0
14.81688065,2818.056346,81.61081373,1
12.06390463,3951.801925,29.69811616,1
14.1103008,3107.418255,33.78284978,1
19.48396491,2451.127296,24.84844282,1
8.77305942,2475.803473,45.31960282,0
6.231319178,2682.732447,59.32716749,1
5.552427852,2607.142872,69.74669033,1
5.920948575,2224.953139,48.48097953,0
9.614491453,2083.360883,43.60304953,0
11.70575987,1949.925498,53.03515984,0
11.383454,1396.828329,33.29714197,0
14.13591625,1775.459939,91.79077443,1
10.06500946,645.6345486,17.84677946,0
17.26767039,1921.328299,53.69481158,1
8.676715834,1209.127114,90.47212438,0
23.60084583,1117.128546,50.13599689,1
13.12833674,2143.915321,46.1992193,1
5.714212218,3113.601829,42.85109154,1
4.64553751,2734.653285,46.39216636,1
12.41236208,743.5995171,77.45696949,1
8.882686073,1208.297491,10,0
13.57000247,2752.61695,80.66867403,1
12.36618812,1214.010085,21.52085695,1
9.635855437,1820.29348,44.66695342,0
5.76603141,2440.041679,41.41511159,0
2.425763877,1225.324436,61.7710654,0
7.76742524,2084.300405,18.03751296,0
14.28199397,932.7796041,59.24345332,1
11.07046872,1518.905885,90.48619247,0
3.771306106,2255.825547,22.73651991,0
10.86590463,725.6050132,53.79412335,0
11.9265869,2352.37979,36.76035644,0
5.580712819,1984.289761,58.51774412,0
10.76862553,2441.991964,50.38295555,0
10.29104359,2179.131307,37.17026182,0
4.285148511,3091.312344,59.7574457,1
11.7889368,2100.179602,86.0869622,0
12.80392263,1656.475567,46.18192417,1
15.41525622,2097.838002,64.39515884,1
15.26901026,2434.638423,24.13454084,1
3.11165316,2039.088056,30.87127246,0
5.3108748,2032.473353,59.44812556,0
12.57517634,1438.40665,79.68232057,1
12.56892975,1469.679266,57.11226698,1
12.57523843,877.9157826,43.73883939,1
29.26365745,3399.661395,49.98582811,1
12.85445255,1004.909412,24.99184532,1
15.6778282,1445.675842,62.09030653,1
14.77000882,1425.274188,67.64666125,1
13.25695626,2715.939502,40.95819334,1
8.423653777,1764.040257,40.59915704,0
13.7948461,2998.193658,55.31756459,1
6.135873927,1461.207501,41.26560528,0
8.815906966,2223.19533,48.67734771,0
7.573182261,1331.722357,91.99443578,0
10.4093707,3716.119302,45.05948599,1
21.57329283,1049.921265,42.83319696,1
0.663674037,2247.856568,37.04916389,0
13.43130095,2507.021505,64.88383943,1
1.936420644,2331.039278,46.37551654,0
7.640340671,1851.769873,37.01253923,0
15.44475298,1896.14344,76.42608065,1
10.3214001,2035.049178,78.39206009,0
4.61127611,1882.398399,37.99152869,0
6.423481454,2771.103293,12.66920097,1
13.39798874,3768.418401,70.1502738,1
6.348166841,1554.006572,36.30740348,0
11.08229295,904.1576163,65.81251198,0
10.2278592,1929.374361,10.59792365,0
6.741998262,4063.76747,67.85194677,1
20.71972045,1357.060346,25.77656141,1
13.16959511,3311.293444,64.61528238,1
0.5,3342.160651,50.28546136,1
10.93227157,1557.129407,30.92121161,0
6.691067676,2455.186463,41.85927374,0
14.26216667,3302.717299,63.72636914,1
6.037396308,1696.697807,52.11788906,0
9.426317793,1837.135712,61.68825961,0
12.52493639,1534.655269,89.52881169,1
14.32877597,1188.194615,18.71516777,1
3.998517965,1480.577964,82.3442515,0
8.327493821,1020.847787,52.08711875,0
7.625273444,2027.266775,32.02431903,0
6.733353837,1384.021415,23.39372749,0
18.8272712,2187.028729,46.21759218,1
12.02490855,755.283483,68.43300224,1
3.695580228,2264.704186,47.44901759,0
14.58930974,2666.823169,80.2230986,1
20.61078099,500,20.9764862,1
15.1623263,2299.245256,49.75822104,1
2.40315017,2982.135194,24.95213111,1
7.578829636,1032.287185,57.27263765,0
16.33455575,3338.057909,67.7377478,1
6.461652672,2335.215207,41.58476413,0
12.21909714,1435.990515,10,1
13.87317027,1955.384738,53.97896294,1
5.365347642,2446.66153,58.73477103,0
9.70237322,2060.804313,58.0858951,0
0.5,2431.004794,74.71564384,0
4.878061793,1263.461126,28.57892641,0
8.737159243,2135.488659,63.60432211,0
3.76108409,869.0284025,73.85015025,0
18.16205652,1911.019151,14.42824832,1
2.84929311,1276.873887,56.39303652,0
7.799777567,1411.576046,39.91640338,0
10.65370289,2988.87454,48.36954654,1
17.20636645,2873.048096,56.95352967,1
2.820689244,2487.310497,40.25542872,0
15.81581876,1126.149788,36.48583842,1
10.05116531,1746.87324,50.68304835,0
5.092456745,2970.47816,28.25508122,1
12.31051737,2113.373531,28.28349742,1
10.99529848,3855.463632,63.58746566,1
6.998915614,2314.654272,27.0241193,0
10.34901042,2153.639293,63.32625002,0
8.073432016,1752.706829,59.25182586,0
10.56758673,2106.832724,15.48386542,0
13.31065337,1878.024131,36.44870695,1
17.93008408,2566.486941,73.88218806,1
3.810922506,2765.361853,30.37668938,1
20.66516687,1371.208432,40.71191475,1
0.5,935.0136372,59.24121787,0
9.241074525,531.0357015,65.66781019,0
12.94158603,2406.393062,44.96922228,1
11.40495934,1117.306715,38.04979611,0
6.886502401,500,78.44739723,0
8.959388748,2310.862884,84.77799328,0
7.534995327,3994.399614,69.57716102,1
7.053176215,1995.143271,51.70636285,0
14.24801049,2670.79262,33.83468557,1
11.78507743,2065.463487,33.39111187,0
6.535452024,1920.888277,60.45028211,0
14.49799938,2735.261186,58.36796442,1
11.5364976,1767.780365,78.03197186,0
14.06431059,2213.913851,63.00900185,1
13.14814421,2257.358245,19.93839396,1
5.855024945,1465.527637,71.03895235,0
7.199094799,2793.63388,30.03878745,1
13.73646803,1860.032195,42.32057456,1
13.05185133,1395.403872,55.00400413,1
9.89549203,2429.207875,89.9133498,0
10.58663692,1281.225615,112.1983711,0
16.38832448,2022.544926,62.13446118,1
7.042143056,1992.704803,46.33606763,0
12.73548691,2868.716453,60.69011297,1
8.989036738,2379.758586,67.75310852,0
8.911593984,1979.978433,43.58664749,0
15.49388426,2654.213039,85.90422712,1
14.12708174,3112.166039,54.60141518,1
14.06754818,2446.248245,59.95486178,1
16.52739404,2008.282096,63.31848504,1
10.10501921,950.5310141,58.43173221,0
13.40976486,1147.90907,66.77881001,1
8.448666217,1755.820237,37.65493627,0
11.62083176,1512.390238,38.83396492,0
9.349284728,1850.422958,27.99691534,0
10.48497982,2045.31994,58.79002461,0
12.97578513,2423.754203,65.57873007,1
5.908896584,1943.600978,59.15545732,0
20.46193638,2389.201315,83.48984867,1
4.969913093,2051.579532,49.88807962,0
3.929056936,500,63.37483311,0
15.79055437,1248.531685,28.16598248,1
13.95831347,1884.729955,42.25800595,1
13.12059909,1032.244206,63.91075515,1
13.14172755,2479.942984,66.98204221,1
9.938766136,3224.600666,44.12066105,1
5.513728143,2975.009481,48.56801496,1
10.37902279,1829.245703,19.64252507,0
6.614191442,3192.580909,42.85941598,1
14.87559867,2118.933966,67.80766327,1
9.264713092,1730.331223,61.50410032,0
5.872514016,1509.277869,60.01331443,0
8.393070792,1758.024251,50.99547374,0
12.06465727,1689.458545,50.14126317,1
7.181377236,2136.332978,36.79357721,0
5.888898022,2128.459185,63.9765684,0
11.21843606,2002.436816,58.41945889,0
11.22483286,2349.550536,59.84037696,0
7.465284123,2952.51702,39.47930315,1
7.644808472,2759.643308,10,1
11.16024969,812.0816252,71.94305424,0
2.759578293,500,40.42325088,0
2.962681128,2747.455929,32.74448472,1
6.407778894,906.4970413,63.86957824,0
8.932764241,1820.187678,42.1597472,0
11.55453783,1063.909579,71.19872768,0
17.37678108,558.4156499,62.34011899,1
14.28829812,2433.170183,63.67138646,1
9.20030735,2607.324128,22.68088578,1
9.90491896,1538.791679,74.23887971,0
4.987353177,500,55.22501062,0
9.90743432,1563.004441,42.61445722,0
8.556706805,2313.443204,52.86776935,0
11.6135928,816.870745,14.47529534,0
5.863845282,2146.687936,58.17305623,0
12.59673257,1987.752121,29.41256984,1
17.66369457,2463.4332,22.94659428,1
9.456199258,2095.664295,19.55281628,0
12.00855861,1221.544847,72.2537675,1
13.45071996,2957.257201,37.41473213,1
7.993897641,1873.176342,80.6745542,0
11.12046241,1978.156368,39.28397074,0
10.062962,1253.385633,15.85284085,0
10.48838049,1645.374199,27.6695112,0
6.134951081,1292.157829,74.7162324,0
10.12255087,1861.643152,46.88203644,0
12.48999146,3369.366784,39.03425407,1
17.25571804,902.4790857,53.20036452,1
14.79635413,709.1508817,60.03565472,1
20.76591229,3176.936262,72.34797632,1
6.163262186,1832.541058,78.9699846,0
14.36160318,1464.741809,42.80462708,1
10.91671003,2831.92375,23.47904628,1
20.94901467,1515.507568,41.73069678,1
5.958508573,3460.807771,55.20561013,1
5.801390789,2542.340697,30.72482148,1
7.003036773,1609.670873,30.8569817,0
0.5,3725.846571,56.87575763,1
7.371224892,1515.428062,49.02695297,0
6.204336692,2593.676298,50.65593991,1
10.75196893,2239.434064,34.83009331,0
11.70877988,3041.393032,45.39198572,1
19.3808542,3249.208957,31.51533711,1
14.75211919,2025.603319,67.80396822,1
7.115481722,1397.265704,70.70498669,0
5.507926643,2367.977714,13.07624276,0
12.45959586,1457.827704,31.4097828,1
3.398833965,3610.709798,20.0694149,1
19.15729383,2109.228265,36.99952131,1
15.8972006,1707.742759,48.3312406,1
7.654121739,2147.744245,21.00709561,0
1.434327355,922.2989684,31.56280374,0
16.76936187,1222.708769,29.92085256,1
9.427300774,2960.331126,54.14534659,1
16.18908156,1474.484577,51.38688674,1
2.027861706,1162.471214,35.56524893,0
7.003124885,2429.322202,53.53641744,0
10.0262185,2948.563324,39.06639831,1
10.23490297,2575.162649,44.56689779,1
7.749672643,2796.838149,83.46904181,1
13.11424966,1394.563929,76.80922104,1
4.661897853,862.5514666,24.00837526,0
9.288102575,3201.066922,66.59464836,1
10.60147816,1741.856129,66.22793109,0
12.57219417,1799.333587,27.03473422,1
13.55807439,3062.555313,66.37555288,1
4.376789541,2444.984008,80.75863837,0
2.329429146,2364.710218,27.54910388,0
16.38838411,3732.001876,31.64994358,1
11.66157006,1485.185416,70.35322934,0
6.257567317,2742.272102,55.42990622,1
17.75575988,2045.6105,61.0295255,1
10.57837317,2214.873823,56.81178433,0
15.89648592,3222.774741,57.81391842,1
10.33759241,2406.268605,23.47055743,0
20.30373962,2430.636863,70.94635413,1
18.77670421,2858.00587,73.39179985,1
8.755179258,1708.037816,45.41218512,0
14.85785475,1328.632266,49.130461,1
13.22687975,1164.152645,19.37784995,1
16.84315779,500,60.28509512,1
5.175382697,3644.965704,61.44114883,1
13.4302573,1117.433307,48.75617966,1
15.29212243,1822.997101,72.4870672,1
1.206302568,1778.54936,43.31845538,0
4.083707437,2245.925358,61.29211852,0
0.5,2652.58977,29.60671323,1
8.652965828,2688.378791,49.52895698,1
13.58771128,1533.538049,46.51291484,1
17.51178526,1866.302629,54.50615844,1
10.3704739,2226.06396,42.60946142,0
18.14307773,1801.047099,47.37054809,1
3.099492709,3285.876461,66.52094343,1
1.483087803,2392.779961,41.26471526,0
9.722261506,2587.902229,17.86845799,1
11.92032724,2530.305015,84.99167808,1
9.83652626,2938.779086,77.62908157,1
0.5,2144.817247,24.1547461,0
9.554399802,962.5344416,63.7941561,0
3.477652497,2319.750361,39.94050459,0
13.34836274,1478.914485,55.26974431,1
11.83299123,1577.106655,55.88448258,0
5.300601068,2469.091215,45.31184399,0
7.430665413,2990.626457,34.32468669,1
4.703932391,2017.017261,36.18917895,0
9.686604514,2247.06641,31.67616169,0
14.7757116,3361.771956,33.36355584,1
5.071369768,2192.602544,48.6564342,0
12.52023258,4081.346491,35.68480022,1
7.348711908,2452.407717,63.64104131,0
6.035635839,591.3897927,79.74492311,0
9.4648482,2602.673297,38.39893517,1
4.823788388,2304.926708,54.78809001,0
7.231753473,3031.802203,59.99370221,1
4.010610537,2538.545081,59.44004542,1
19.82362566,1889.235213,51.51910536,1
10.17631776,1020.561411,64.85364837,0
6.50137246,1832.781394,59.64497905,0
11.06989955,1319.583637,25.24675155,0
9.438359752,1535.58124,67.38312129,0
8.895152002,2470.862724,67.74581675,0
13.0708335,3335.923603,34.73427792,1
13.78753855,2315.737224,50.75875671,1
7.347494262,1043.29355,63.66657986,0
7.120908797,2355.682135,45.81372361,0
8.624741514,2957.305189,71.45956096,1
0.5,1512.173677,97.27744989,0
2.424044689,1892.786267,34.28027935,0
16.83437134,2011.750556,22.37910794,1
18.22483857,1372.08135,56.07637191,1
8.754819802,2518.624347,64.4312501,1
12.88278482,1903.241481,45.38267252,1
11.55625077,2335.625955,79.06521327,0
25.39440404,1290.006258,23.22788401,1
15.59787456,1650.03336,63.85837246,1
9.360412043,2577.905086,37.88278358,1
5.222297797,1701.733478,84.38755812,0
1.967768399,3381.571081,89.85030706,1
11.01731818,1680.291052,34.66686824,0
6.218246274,2179.747781,39.00885728,0
2.888731452,2746.072665,67.19175774,1
6.767135579,865.3074137,42.257387,0
4.592259982,591.3529504,49.09177564,0
18.43570818,779.4749483,50.50776841,1
14.40819878,3010.067283,11.60653688,1
9.960136793,1558.513483,49.72324508,0
17.39972069,4046.559429,36.20544452,1
10.38684154,1548.601921,40.13754355,0
5.693578993,2147.641043,78.87264007,0
17.61562039,3233.687962,24.86986211,1
12.69455022,3604.874311,66.26410373,1
4.813769228,3649.202861,44.42074139,1
9.04830661,2966.692984,44.40479663,1
5.621908733,2819.250021,65.80743792,1
3.086001345,2474.021559,56.80102589,0
14.63088774,2622.688861,61.41225994,1
19.5470832,1559.051427,69.36369321,1
3.007162131,1345.440893,43.37383234,0
12.81484618,1997.300434,37.75526531,1
6.746787154,1863.852302,28.29698947,0
7.564373081,1637.417561,33.4917894,0
7.038030379,2557.109958,108.9818885,1
5.680046152,2764.244167,74.89359161,1
10.24260814,2070.725509,22.97851268,0
5.845249418,3182.024065,23.55084087,1
11.35228413,1086.648709,59.63732123,0
9.748809453,1845.072433,60.94529595,0
8.805259766,1426.542144,60.97767671,0
5.46218169,506.7707063,44.90088413,0
7.116143347,1933.855451,47.4909148,0
13.77695613,1902.601993,56.55759048,1
12.50458594,3210.759795,51.71786013,1
5.112223776,2504.649348,10,1
10.49666153,1180.650541,45.40400739,0
13.75693562,3483.274053,32.97187131,1
1.652973594,2976.826956,53.50422838,1
12.71680096,2465.678163,109.7051801,1
6.686881205,1818.812721,57.34963331,0
12.85299334,1232.448611,43.72940628,1
6.183704217,1702.234579,68.43603004,0
0.975589497,2870.998896,59.65375774,1
1.862287811,3507.669045,58.40188981,1
10.24042473,3234.594823,62.13701186,1
11.29861251,1608.920463,91.1308713,0
5.478416874,1104.306053,27.38223129,0
13.19296229,2112.708998,59.47264154,1
1.692399689,585.2485075,31.4723774,0
9.669601007,2258.534171,61.11025293,0
3.944919001,1881.917931,31.62626977,0
6.740819461,1627.170799,41.65266373,0
10.23699336,724.2375462,44.09820172,0
5.697933174,2410.880085,69.51633439,0
8.077222279,1573.839328,68.36908888,0
15.03146405,1064.066531,25.08565247,1
7.115540652,500,51.09868222,0
14.17846056,1977.988076,35.80840291,1
4.351465727,3417.801277,24.82990179,1
12.64902089,3329.007372,45.65965899,1
17.2078431,1634.322995,43.83034423,1
0.5,1518.230352,98.53432973,0
6.015523723,2375.019405,58.65919651,0
12.88536064,1201.291649,22.44764998,1
8.98477307,2241.43352,38.70451992,0
11.85572937,2612.864223,70.42766591,1
6.980074066,2981.546579,91.76885546,1
10.43294894,1919.876739,18.28033376,0
9.221613823,1837.061,12.4015123,0
15.83891031,1297.613931,87.41930351,1
11.27210422,1338.495717,57.79228355,0
11.68801331,1818.816886,32.63414536,0
7.940615169,2293.892405,60.69258172,0
7.56196888,2730.867701,10,1
7.837209061,1357.456839,50.06751013,0
11.97226071,3194.150855,56.55642346,1
7.895077596,1783.101119,68.48540279,0
11.44887428,1982.906165,29.72208095,0
20.37700399,1402.230657,51.71374323,1
14.35562352,500,31.49150748,1
8.369882339,2707.236317,55.10767511,1
16.00606961,2589.475118,32.09307355,1
7.959623135,1774.937954,41.83798322,0
0.5,2053.592574,30.0836921,0
4.959568445,2412.751374,63.02272484,0
0.646040395,749.9633145,67.16902233,0
8.24243258,1576.757858,45.3075886,0
10.0920919,2635.411744,50.7647599,1
18.38218656,996.5684615,21.02817171,1
11.63463687,2234.846346,44.00646704,0
8.904497356,914.7345563,48.99590766,0
14.14702791,2373.143986,102.4158618,1
0.5,1971.486814,27.76065948,0
11.17807279,707.8945473,79.28354478,0
13.85432597,2931.791484,69.93717547,1
2.607068771,1412.326739,55.61272809,0
15.71877022,1351.79805,85.17240968,1
11.69248204,2160.455358,57.44210945,0
7.92356043,2918.90988,57.78318391,1
13.16390933,1187.342545,48.93758694,1
21.35346429,2049.34388,74.47137765,1
10.90933128,2343.0532,71.92938468,0
11.24110293,2554.484486,37.48645425,1
7.703195502,2141.153244,23.61505611,0
5.750778153,1706.377729,45.94038725,0
14.15167908,1337.927823,33.99922871,1
5.71958087,2068.915106,48.72950851,0
10.35783119,1142.28879,74.74876269,0
7.611712766,500,40.8539669,0
12.39489913,2349.247843,49.14353237,1
11.66831053,2723.147873,51.1604547,1
15.18769972,500,66.96861764,1
7.449918006,1192.215436,10,0
8.650625324,2495.323409,37.8659941,0
5.106181421,3645.996376,54.22567385,1
7.7785337,2016.634966,74.00157913,0
11.88650247,1417.597647,40.16195105,0
13.78494308,1853.682847,12.46894588,1
5.389173379,3099.901135,62.39422892,1
14.3480296,1483.228657,37.29275222,1
16.77818929,1360.646395,26.20666682,1
12.06717452,1613.805182,37.51309221,1
19.38397906,1237.337113,46.30949285,1
6.131054004,2098.136253,37.90510671,0
3.776726483,3299.742767,10,1
1.106398755,2258.463418,67.94132394,0
17.48022156,1798.117198,75.49750083,1
13.27182828,1766.550985,63.03043983,1
9.722076645,749.447353,27.24628659,0
11.39984313,2706.487822,45.97016932,1
4.372554764,1937.730242,49.8695737,0
22.2287599,1855.616069,61.97588779,1
10.64610591,4554.486054,63.36680977,1
10.54697397,2239.002327,35.31652402,0
13.62883312,1398.56716,51.63991113,1
12.40504616,1658.913923,59.14560809,1
11.11942012,2918.756567,79.11644644,1
6.047627723,2090.616328,64.0901308,0
12.35734179,849.3776173,65.78113375,1
19.41012248,2735.383148,51.67653256,1
16.72710023,1465.484732,78.2091829,1
17.96593313,3498.638221,58.19525592,1
7.443921618,2864.038453,32.7782418,1
5.051975899,1642.142483,78.0673994,0
9.3710654,3024.813089,63.95806545,1
10.27862456,2054.284408,41.13911958,0
15.47095759,2682.21894,40.41014065,1
1.537676851,2387.786254,55.9315109,0
17.6477516,1322.914676,59.26369591,1
9.209960507,1485.160134,53.94584531,0
7.86559465,2823.968654,56.22617347,1
4.939478124,1732.179734,83.99914749,0
1.725716641,1677.081229,71.43086304,0
14.11585292,1235.901937,53.81271183,1
10.36658984,2338.879252,68.82621162,0
3.550195501,3650.019935,29.34952193,1
3.52460614,1145.973669,57.958541,0
8.321076504,2019.375565,86.18612699,0
18.34510763,3129.776444,45.63908209,1
8.702043243,1936.286887,33.04732143,0
2.484285234,2361.897437,36.95822223,0
8.77128468,1150.085177,28.20733925,0
8.636382151,2342.645678,34.30476184,0
0.5,1850.284588,42.58983803,0
9.728525667,2788.583997,21.88865962,1
8.845327349,2949.908841,50.31236668,1
13.48103182,4071.650914,68.04554348,1
19.24478047,2463.706539,31.8448764,1
15.63282515,2260.637053,80.38567847,1
8.655556547,2155.507441,60.21584177,0
4.467370456,1717.466966,70.61161171,0
22.86679902,2270.787075,36.84330892,1
10.29609217,1763.678872,67.09050454,0
10.06964646,2134.768781,28.16132199,0
9.879374564,3054.078028,67.80495002,1
10.9904238,1194.765948,53.4367868,0
9.27819794,2911.902849,61.0650244,1
7.131689966,3053.692054,26.48810789,1
7.265705294,1905.545178,32.09860315,0
9.836233649,500,61.94456437,0
7.282876144,1513.74241,31.03303992,0
6.435771087,3037.595637,59.26412584,1
10.53215114,1981.70555,22.65724387,0
8.725113913,1200.558214,66.96348425,0
17.51996494,1596.180063,25.3495337,1
0.5,2672.496021,61.04599875,1
15.45753426,2437.386855,62.51261867,1
16.23042596,1808.854321,36.06456363,1
0.5,1706.540471,61.64053134,0
8.28656203,1686.593481,55.20884527,0
8.14279567,1262.071852,39.22316288,0
2.962441526,3292.300552,29.82890632,1
6.110916562,1742.143625,10.74748617,0
4.447120773,2973.726817,56.99300095,1
18.76135222,3217.052842,18.70394457,1
14.67839197,2798.648719,51.90688399,1
16.35777547,1654.70375,44.73103568,1
13.60836032,2322.984072,63.58285551,1
4.354741144,1980.643515,43.95909001,0
7.377398669,1277.038511,43.41104427,0
12.44687281,2259.487425,64.63741409,1
3.889360956,1056.768167,56.70116058,0
13.56499215,2950.143511,56.32311914,1
8.798373009,1628.306162,59.3853518,0
8.125895962,2160.927725,19.28855754,0
13.55479984,2226.630297,65.1357736,1
12.22131656,1792.876021,62.24937588,1
8.195169171,2469.355041,29.66633743,0
15.79664902,1620.077075,45.11839053,1
4.594683362,2697.037838,49.21385425,1
13.07967803,923.2162558,47.31006431,1
12.96550629,2101.103664,56.67719933,1
8.452267803,3551.143199,78.62733564,1
11.63066511,1199.73494,71.63533455,0
3.744432118,1457.804024,23.75561613,0
14.6201351,2411.12628,62.44139981,1
9.075489318,2143.665426,76.57866639,0
7.386384897,2280.504079,57.73617041,0
15.24504613,2391.349704,71.8196085,1
6.478281547,2507.777175,90.24540891,1
2.957693518,2887.759874,70.47419092,1
2.216854132,2327.854926,54.98617191,0
